Year,State,County,State FIPS Code,County Code,County FIPS Code,PovertyRate,Multiple Cause of death,Multiple Cause of death Code,Deaths,Intent,
2018,Georgia,"Cobb County, GA",13,67,01067,9.1,Intentional self-harm by other and unspecified firearm discharge,X74,43,Suicide,
2018,Georgia,"Columbia County, GA",13,73,01073,7.1,Intentional self-harm by other and unspecified firearm discharge,X74,13,Suicide,
2018,Georgia,"Coweta County, GA",13,77,01077,10.2,Intentional self-harm by other and unspecified firearm discharge,X74,15,Suicide,
2018,Georgia,"DeKalb County, GA",13,89,01089,14.3,Intentional self-harm by other and unspecified firearm discharge,X74,19,Suicide,
2018,Georgia,"Douglas County, GA",13,97,01097,12.6,Intentional self-harm by other and unspecified firearm discharge,X74,10,Suicide,
2018,Georgia,"Fulton County, GA",13,121,01121,13.5,Intentional self-harm by other and unspecified firearm discharge,X74,28,Suicide,
2018,Georgia,"Hall County, GA",13,139,05139,13.2,Intentional self-harm by other and unspecified firearm discharge,X74,17,Suicide,
2018,Georgia,"Henry County, GA",13,151,13151,7.5,Intentional self-harm by other and unspecified firearm discharge,X74,22,Suicide,
2018,Georgia,"Houston County, GA",13,153,13153,12.1,Intentional self-harm by other and unspecified firearm discharge,X74,18,Suicide,
2018,Georgia,"Jackson County, GA",13,157,13157,8.7,Intentional self-harm by other and unspecified firearm discharge,X74,13,Suicide,
2018,Georgia,"Lowndes County, GA",13,185,02185,25.9,Intentional self-harm by other and unspecified firearm discharge,X74,11,Suicide,
2018,Georgia,"Muscogee County, GA",13,215,13215,20.1,Intentional self-harm by other and unspecified firearm discharge,X74,20,Suicide,
2018,Georgia,"Richmond County, GA",13,245,13245,21.9,Intentional self-harm by other and unspecified firearm discharge,X74,12,Suicide,
2018,Georgia,"Spalding County, GA",13,255,13255,17.3,Intentional self-harm by other and unspecified firearm discharge,X74,10,Suicide,
2018,Georgia,"Walton County, GA",13,297,13297,11.9,Intentional self-harm by other and unspecified firearm discharge,X74,11,Suicide,
2018,Georgia,"Bibb County, GA",13,21,01021,24.7,Assault by other and unspecified firearm discharge,X95,28,Assault,
2018,Georgia,"Chatham County, GA",13,51,01051,14.4,Assault by other and unspecified firearm discharge,X95,28,Assault,
2018,Georgia,"Clayton County, GA",13,63,01063,17.6,Assault by other and unspecified firearm discharge,X95,37,Assault,
2018,Georgia,"Cobb County, GA",13,67,01067,9.1,Assault by other and unspecified firearm discharge,X95,20,Assault,
2018,Georgia,"DeKalb County, GA",13,89,01089,14.3,Assault by other and unspecified firearm discharge,X95,80,Assault,
2018,Georgia,"Fulton County, GA",13,121,01121,13.5,Assault by other and unspecified firearm discharge,X95,100,Assault,
2018,Georgia,"Gwinnett County, GA",13,135,05135,9.2,Assault by other and unspecified firearm discharge,X95,34,Assault,
2018,Georgia,"Henry County, GA",13,151,13151,7.5,Assault by other and unspecified firearm discharge,X95,17,Assault,
2018,Georgia,"Muscogee County, GA",13,215,13215,20.1,Assault by other and unspecified firearm discharge,X95,30,Assault,
2018,Georgia,"Richmond County, GA",13,245,13245,21.9,Assault by other and unspecified firearm discharge,X95,19,Assault,
2019,Georgia,"DeKalb County, GA",13,89,01089,12.9,Intentional self-harm by handgun discharge,X72,39,Suicide,
2019,Georgia,"Fulton County, GA",13,121,01121,13.8,Intentional self-harm by handgun discharge,X72,29,Suicide,
2019,Georgia,"Gwinnett County, GA",13,135,05135,9.2,Intentional self-harm by handgun discharge,X72,51,Suicide,
2019,Georgia,"Bibb County, GA",13,21,01021,23.2,Intentional self-harm by other and unspecified firearm discharge,X74,13,Suicide,
2019,Georgia,"Chatham County, GA",13,51,01051,14.8,Intentional self-harm by other and unspecified firearm discharge,X74,34,Suicide,
2019,Georgia,"Cherokee County, GA",13,57,01057,6.5,Intentional self-harm by other and unspecified firearm discharge,X74,12,Suicide,
2019,Georgia,"Clayton County, GA",13,63,01063,16,Intentional self-harm by other and unspecified firearm discharge,X74,13,Suicide,
2019,Georgia,"Cobb County, GA",13,67,01067,8.3,Intentional self-harm by other and unspecified firearm discharge,X74,35,Suicide,
2019,Georgia,"Coweta County, GA",13,77,01077,9,Intentional self-harm by other and unspecified firearm discharge,X74,21,Suicide,
2019,Georgia,"DeKalb County, GA",13,89,01089,12.9,Intentional self-harm by other and unspecified firearm discharge,X74,15,Suicide,
2019,Georgia,"Douglas County, GA",13,97,01097,10.9,Intentional self-harm by other and unspecified firearm discharge,X74,15,Suicide,
2019,Georgia,"Fulton County, GA",13,121,01121,13.8,Intentional self-harm by other and unspecified firearm discharge,X74,31,Suicide,
2019,Georgia,"Hall County, GA",13,139,05139,13.5,Intentional self-harm by other and unspecified firearm discharge,X74,16,Suicide,
2019,Georgia,"Henry County, GA",13,151,13151,8.1,Intentional self-harm by other and unspecified firearm discharge,X74,20,Suicide,
2019,Georgia,"Houston County, GA",13,153,13153,11,Intentional self-harm by other and unspecified firearm discharge,X74,15,Suicide,
2019,Georgia,"Jackson County, GA",13,157,13157,10.3,Intentional self-harm by other and unspecified firearm discharge,X74,10,Suicide,
2019,Georgia,"Muscogee County, GA",13,215,13215,18.4,Intentional self-harm by other and unspecified firearm discharge,X74,16,Suicide,
2019,Georgia,"Newton County, GA",13,217,13217,11.2,Intentional self-harm by other and unspecified firearm discharge,X74,14,Suicide,
2019,Georgia,"Paulding County, GA",13,223,13223,6.8,Intentional self-harm by other and unspecified firearm discharge,X74,14,Suicide,
2019,Georgia,"Richmond County, GA",13,245,13245,21.7,Intentional self-harm by other and unspecified firearm discharge,X74,13,Suicide,
2019,Georgia,"Whitfield County, GA",13,313,13313,12.7,Intentional self-harm by other and unspecified firearm discharge,X74,15,Suicide,
2019,Georgia,"Bibb County, GA",13,21,01021,23.2,Assault by other and unspecified firearm discharge,X95,22,Assault,
2019,Georgia,"Chatham County, GA",13,51,01051,14.8,Assault by other and unspecified firearm discharge,X95,25,Assault,
2019,Georgia,"Clayton County, GA",13,63,01063,16,Assault by other and unspecified firearm discharge,X95,35,Assault,
2019,Georgia,"Cobb County, GA",13,67,01067,8.3,Assault by other and unspecified firearm discharge,X95,19,Assault,
2019,Georgia,"DeKalb County, GA",13,89,01089,12.9,Assault by other and unspecified firearm discharge,X95,106,Assault,
2019,Georgia,"Dougherty County, GA",13,95,01095,27.6,Assault by other and unspecified firearm discharge,X95,11,Assault,
2019,Georgia,"Fulton County, GA",13,121,01121,13.8,Assault by other and unspecified firearm discharge,X95,113,Assault,
2019,Georgia,"Gwinnett County, GA",13,135,05135,9.2,Assault by other and unspecified firearm discharge,X95,25,Assault,
2019,Georgia,"Henry County, GA",13,151,13151,8.1,Assault by other and unspecified firearm discharge,X95,17,Assault,
2019,Georgia,"Muscogee County, GA",13,215,13215,18.4,Assault by other and unspecified firearm discharge,X95,31,Assault,
2019,Georgia,"Newton County, GA",13,217,13217,11.2,Assault by other and unspecified firearm discharge,X95,15,Assault,
2019,Georgia,"Richmond County, GA",13,245,13245,21.7,Assault by other and unspecified firearm discharge,X95,31,Assault,
2019,Georgia,"Rockdale County, GA",13,247,13247,12.1,Assault by other and unspecified firearm discharge,X95,14,Assault,
2020,Georgia,"Cobb County, GA",13,67,01067,9.2,Intentional self-harm by handgun discharge,X72,12,Suicide,
2020,Georgia,"DeKalb County, GA",13,89,01089,15.8,Intentional self-harm by handgun discharge,X72,18,Suicide,
2020,Georgia,"Fulton County, GA",13,121,01121,13,Intentional self-harm by handgun discharge,X72,22,Suicide,
2020,Georgia,"Gwinnett County, GA",13,135,05135,10.4,Intentional self-harm by handgun discharge,X72,46,Suicide,
2020,Georgia,"Bibb County, GA",13,21,01021,28,Intentional self-harm by other and unspecified firearm discharge,X74,14,Suicide,
2020,Georgia,"Chatham County, GA",13,51,01051,15.6,Intentional self-harm by other and unspecified firearm discharge,X74,15,Suicide,
2020,Georgia,"Cherokee County, GA",13,57,01057,6.7,Intentional self-harm by other and unspecified firearm discharge,X74,13,Suicide,
2020,Georgia,"Clayton County, GA",13,63,01063,16.8,Intentional self-harm by other and unspecified firearm discharge,X74,15,Suicide,
2020,Georgia,"Cobb County, GA",13,67,01067,9.2,Intentional self-harm by other and unspecified firearm discharge,X74,44,Suicide,
2020,Georgia,"Columbia County, GA",13,73,01073,6.7,Intentional self-harm by other and unspecified firearm discharge,X74,19,Suicide,
2020,Georgia,"Coweta County, GA",13,77,01077,8.6,Intentional self-harm by other and unspecified firearm discharge,X74,15,Suicide,
2020,Georgia,"DeKalb County, GA",13,89,01089,15.8,Intentional self-harm by other and unspecified firearm discharge,X74,14,Suicide,
2020,Georgia,"Forsyth County, GA",13,117,01117,5.1,Intentional self-harm by other and unspecified firearm discharge,X74,12,Suicide,
2020,Georgia,"Fulton County, GA",13,121,01121,13,Intentional self-harm by other and unspecified firearm discharge,X74,34,Suicide,
2020,Georgia,"Hall County, GA",13,139,05139,12.7,Intentional self-harm by other and unspecified firearm discharge,X74,12,Suicide,
2020,Georgia,"Henry County, GA",13,151,13151,8.7,Intentional self-harm by other and unspecified firearm discharge,X74,25,Suicide,
2020,Georgia,"Houston County, GA",13,153,13153,10.8,Intentional self-harm by other and unspecified firearm discharge,X74,18,Suicide,
2020,Georgia,"Lumpkin County, GA",13,187,13187,12.5,Intentional self-harm by other and unspecified firearm discharge,X74,11,Suicide,
2020,Georgia,"Muscogee County, GA",13,215,13215,21.1,Intentional self-harm by other and unspecified firearm discharge,X74,19,Suicide,
2020,Georgia,"Newton County, GA",13,217,13217,14.4,Intentional self-harm by other and unspecified firearm discharge,X74,10,Suicide,
2020,Georgia,"Paulding County, GA",13,223,13223,7.3,Intentional self-harm by other and unspecified firearm discharge,X74,13,Suicide,
2020,Georgia,"Richmond County, GA",13,245,13245,25.5,Intentional self-harm by other and unspecified firearm discharge,X74,21,Suicide,
2020,Georgia,"Spalding County, GA",13,255,13255,17.9,Intentional self-harm by other and unspecified firearm discharge,X74,11,Suicide,
2020,Georgia,"Whitfield County, GA",13,313,13313,13,Intentional self-harm by other and unspecified firearm discharge,X74,10,Suicide,
2020,Georgia,"Bibb County, GA",13,21,01021,28,Assault by other and unspecified firearm discharge,X95,42,Assault,
2020,Georgia,"Chatham County, GA",13,51,01051,15.6,Assault by other and unspecified firearm discharge,X95,32,Assault,
2020,Georgia,"Clayton County, GA",13,63,01063,16.8,Assault by other and unspecified firearm discharge,X95,43,Assault,
2020,Georgia,"Cobb County, GA",13,67,01067,9.2,Assault by other and unspecified firearm discharge,X95,32,Assault,
2020,Georgia,"Coweta County, GA",13,77,01077,8.6,Assault by other and unspecified firearm discharge,X95,10,Assault,
2020,Georgia,"DeKalb County, GA",13,89,01089,15.8,Assault by other and unspecified firearm discharge,X95,106,Assault,
2020,Georgia,"Dougherty County, GA",13,95,01095,27.4,Assault by other and unspecified firearm discharge,X95,19,Assault,
2020,Georgia,"Fulton County, GA",13,121,01121,13,Assault by other and unspecified firearm discharge,X95,166,Assault,
2020,Georgia,"Gwinnett County, GA",13,135,05135,10.4,Assault by other and unspecified firearm discharge,X95,52,Assault,
2020,Georgia,"Henry County, GA",13,151,13151,8.7,Assault by other and unspecified firearm discharge,X95,25,Assault,
2020,Georgia,"Laurens County, GA",13,175,13175,20.7,Assault by other and unspecified firearm discharge,X95,16,Assault,
2020,Georgia,"Lowndes County, GA",13,185,02185,20.3,Assault by other and unspecified firearm discharge,X95,11,Assault,
2020,Georgia,"Muscogee County, GA",13,215,13215,21.1,Assault by other and unspecified firearm discharge,X95,36,Assault,
2020,Georgia,"Newton County, GA",13,217,13217,14.4,Assault by other and unspecified firearm discharge,X95,11,Assault,
2020,Georgia,"Richmond County, GA",13,245,13245,25.5,Assault by other and unspecified firearm discharge,X95,22,Assault,
2020,Georgia,"Troup County, GA",13,285,13285,16.4,Assault by other and unspecified firearm discharge,X95,13,Assault,
2021,Georgia,"Cherokee County, GA",13,57,01057,7,Intentional self-harm by handgun discharge,X72,19,Suicide,
2021,Georgia,"Cobb County, GA",13,67,01067,9.6,Intentional self-harm by handgun discharge,X72,12,Suicide,
2021,Georgia,"DeKalb County, GA",13,89,01089,14.5,Intentional self-harm by handgun discharge,X72,24,Suicide,
2021,Georgia,"Fayette County, GA",13,113,01113,6.5,Intentional self-harm by handgun discharge,X72,12,Suicide,
2021,Georgia,"Fulton County, GA",13,121,01121,13.7,Intentional self-harm by handgun discharge,X72,37,Suicide,
2021,Georgia,"Gwinnett County, GA",13,135,05135,10.8,Intentional self-harm by handgun discharge,X72,73,Suicide,
2021,Georgia,"Barrow County, GA",13,13,01013,9.6,Intentional self-harm by other and unspecified firearm discharge,X74,11,Suicide,
2021,Georgia,"Bibb County, GA",13,21,01021,24.5,Intentional self-harm by other and unspecified firearm discharge,X74,17,Suicide,
2021,Georgia,"Carroll County, GA",13,45,01045,16.3,Intentional self-harm by other and unspecified firearm discharge,X74,13,Suicide,
2021,Georgia,"Catoosa County, GA",13,47,01047,11.6,Intentional self-harm by other and unspecified firearm discharge,X74,11,Suicide,
2021,Georgia,"Chatham County, GA",13,51,01051,15.5,Intentional self-harm by other and unspecified firearm discharge,X74,21,Suicide,
2021,Georgia,"Clarke County, GA",13,59,01059,21.5,Intentional self-harm by other and unspecified firearm discharge,X74,11,Suicide,
2021,Georgia,"Clayton County, GA",13,63,01063,18.9,Intentional self-harm by other and unspecified firearm discharge,X74,24,Suicide,
2021,Georgia,"Cobb County, GA",13,67,01067,9.6,Intentional self-harm by other and unspecified firearm discharge,X74,34,Suicide,
2021,Georgia,"Columbia County, GA",13,73,01073,7.3,Intentional self-harm by other and unspecified firearm discharge,X74,24,Suicide,
2021,Georgia,"Coweta County, GA",13,77,01077,8.1,Intentional self-harm by other and unspecified firearm discharge,X74,19,Suicide,
2021,Georgia,"DeKalb County, GA",13,89,01089,14.5,Intentional self-harm by other and unspecified firearm discharge,X74,46,Suicide,
2021,Georgia,"Douglas County, GA",13,97,01097,12.8,Intentional self-harm by other and unspecified firearm discharge,X74,14,Suicide,
2021,Georgia,"Forsyth County, GA",13,117,01117,5.3,Intentional self-harm by other and unspecified firearm discharge,X74,14,Suicide,
2021,Georgia,"Fulton County, GA",13,121,01121,13.7,Intentional self-harm by other and unspecified firearm discharge,X74,41,Suicide,
2021,Georgia,"Hall County, GA",13,139,05139,12.1,Intentional self-harm by other and unspecified firearm discharge,X74,19,Suicide,
2021,Georgia,"Henry County, GA",13,151,13151,9.5,Intentional self-harm by other and unspecified firearm discharge,X74,26,Suicide,
2021,Georgia,"Houston County, GA",13,153,13153,11.6,Intentional self-harm by other and unspecified firearm discharge,X74,26,Suicide,
2021,Georgia,"Jackson County, GA",13,157,13157,11.9,Intentional self-harm by other and unspecified firearm discharge,X74,11,Suicide,
2021,Georgia,"Lee County, GA",13,177,13177,9.8,Intentional self-harm by other and unspecified firearm discharge,X74,10,Suicide,
2021,Georgia,"Lowndes County, GA",13,185,02185,24.4,Intentional self-harm by other and unspecified firearm discharge,X74,14,Suicide,
2021,Georgia,"Muscogee County, GA",13,215,13215,20.4,Intentional self-harm by other and unspecified firearm discharge,X74,20,Suicide,
2021,Georgia,"Newton County, GA",13,217,13217,12.5,Intentional self-harm by other and unspecified firearm discharge,X74,11,Suicide,
2021,Georgia,"Paulding County, GA",13,223,13223,7.6,Intentional self-harm by other and unspecified firearm discharge,X74,17,Suicide,
2021,Georgia,"Richmond County, GA",13,245,13245,21.4,Intentional self-harm by other and unspecified firearm discharge,X74,16,Suicide,
2021,Georgia,"Bibb County, GA",13,21,01021,24.5,Assault by other and unspecified firearm discharge,X95,44,Assault,
2021,Georgia,"Chatham County, GA",13,51,01051,15.5,Assault by other and unspecified firearm discharge,X95,29,Assault,
2021,Georgia,"Cherokee County, GA",13,57,01057,7,Assault by other and unspecified firearm discharge,X95,10,Assault,
2021,Georgia,"Clayton County, GA",13,63,01063,18.9,Assault by other and unspecified firearm discharge,X95,60,Assault,
2021,Georgia,"Cobb County, GA",13,67,01067,9.6,Assault by other and unspecified firearm discharge,X95,38,Assault,
2021,Georgia,"DeKalb County, GA",13,89,01089,14.5,Assault by other and unspecified firearm discharge,X95,132,Assault,
2021,Georgia,"Dougherty County, GA",13,95,01095,26.1,Assault by other and unspecified firearm discharge,X95,16,Assault,
2021,Georgia,"Douglas County, GA",13,97,01097,12.8,Assault by other and unspecified firearm discharge,X95,14,Assault,
2021,Georgia,"Fulton County, GA",13,121,01121,13.7,Assault by other and unspecified firearm discharge,X95,169,Assault,
2021,Georgia,"Gwinnett County, GA",13,135,05135,10.8,Assault by other and unspecified firearm discharge,X95,55,Assault,
2021,Georgia,"Hall County, GA",13,139,05139,12.1,Assault by other and unspecified firearm discharge,X95,10,Assault,
2021,Georgia,"Henry County, GA",13,151,13151,9.5,Assault by other and unspecified firearm discharge,X95,33,Assault,
2021,Georgia,"Houston County, GA",13,153,13153,11.6,Assault by other and unspecified firearm discharge,X95,10,Assault,
2021,Georgia,"Liberty County, GA",13,179,13179,18.1,Assault by other and unspecified firearm discharge,X95,11,Assault,
2021,Georgia,"Lowndes County, GA",13,185,02185,24.4,Assault by other and unspecified firearm discharge,X95,10,Assault,
2021,Georgia,"Muscogee County, GA",13,215,13215,20.4,Assault by other and unspecified firearm discharge,X95,59,Assault,
2021,Georgia,"Newton County, GA",13,217,13217,12.5,Assault by other and unspecified firearm discharge,X95,14,Assault,
2021,Georgia,"Paulding County, GA",13,223,13223,7.6,Assault by other and unspecified firearm discharge,X95,10,Assault,
2021,Georgia,"Richmond County, GA",13,245,13245,21.4,Assault by other and unspecified firearm discharge,X95,27,Assault,
2021,Georgia,"Spalding County, GA",13,255,13255,21.3,Assault by other and unspecified firearm discharge,X95,10,Assault,
2018,Hawaii,"Hawaii County, HI",15,1,01001,15.6,Intentional self-harm by other and unspecified firearm discharge,X74,11,Suicide,
2018,Hawaii,"Honolulu County, HI",15,3,01003,7.7,Intentional self-harm by other and unspecified firearm discharge,X74,11,Suicide,
2018,Hawaii,"Honolulu County, HI",15,3,01003,7.7,Assault by other and unspecified firearm discharge,X95,10,Assault,
2019,Hawaii,"Hawaii County, HI",15,1,01001,13.1,Intentional self-harm by other and unspecified firearm discharge,X74,10,Suicide,
2019,Hawaii,"Honolulu County, HI",15,3,01003,7.9,Intentional self-harm by other and unspecified firearm discharge,X74,20,Suicide,
2019,Hawaii,"Honolulu County, HI",15,3,01003,7.9,Assault by other and unspecified firearm discharge,X95,12,Assault,
2020,Hawaii,"Honolulu County, HI",15,3,01003,8,Intentional self-harm by other and unspecified firearm discharge,X74,18,Suicide,
2020,Hawaii,"Honolulu County, HI",15,3,01003,8,Assault by other and unspecified firearm discharge,X95,11,Assault,
2021,Hawaii,"Honolulu County, HI",15,3,01003,10,Intentional self-harm by other and unspecified firearm discharge,X74,18,Suicide,
2021,Hawaii,"Honolulu County, HI",15,3,01003,10,Assault by other and unspecified firearm discharge,X95,15,Assault,
2018,Idaho,"Ada County, ID",16,1,01001,9.7,Intentional self-harm by handgun discharge,X72,54,Suicide,
2018,Idaho,"Bannock County, ID",16,5,01005,13.8,Intentional self-harm by handgun discharge,X72,19,Suicide,
2018,Idaho,"Bonneville County, ID",16,19,01019,10.6,Intentional self-harm by handgun discharge,X72,11,Suicide,
2018,Idaho,"Canyon County, ID",16,27,01027,11.5,Intentional self-harm by handgun discharge,X72,19,Suicide,
2018,Idaho,"Kootenai County, ID",16,55,01055,10.3,Intentional self-harm by handgun discharge,X72,25,Suicide,
2018,Idaho,"Ada County, ID",16,1,01001,9.7,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,11,Suicide,
2019,Idaho,"Ada County, ID",16,1,01001,9.4,Intentional self-harm by handgun discharge,X72,37,Suicide,
2019,Idaho,"Bonner County, ID",16,17,01017,12.6,Intentional self-harm by handgun discharge,X72,12,Suicide,
2019,Idaho,"Bonneville County, ID",16,19,01019,9.3,Intentional self-harm by handgun discharge,X72,15,Suicide,
2019,Idaho,"Canyon County, ID",16,27,01027,10.1,Intentional self-harm by handgun discharge,X72,21,Suicide,
2019,Idaho,"Kootenai County, ID",16,55,01055,10,Intentional self-harm by handgun discharge,X72,14,Suicide,
2019,Idaho,"Twin Falls County, ID",16,83,01083,11,Intentional self-harm by handgun discharge,X72,10,Suicide,
2019,Idaho,"Ada County, ID",16,1,01001,9.4,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,10,Suicide,
2020,Idaho,"Ada County, ID",16,1,01001,7.7,Intentional self-harm by handgun discharge,X72,36,Suicide,
2020,Idaho,"Bannock County, ID",16,5,01005,12.2,Intentional self-harm by handgun discharge,X72,15,Suicide,
2020,Idaho,"Bonneville County, ID",16,19,01019,9.7,Intentional self-harm by handgun discharge,X72,21,Suicide,
2020,Idaho,"Canyon County, ID",16,27,01027,10.6,Intentional self-harm by handgun discharge,X72,22,Suicide,
2020,Idaho,"Kootenai County, ID",16,55,01055,8.6,Intentional self-harm by handgun discharge,X72,21,Suicide,
2020,Idaho,"Twin Falls County, ID",16,83,01083,11.1,Intentional self-harm by handgun discharge,X72,14,Suicide,
2020,Idaho,"Ada County, ID",16,1,01001,7.7,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,10,Suicide,
2021,Idaho,"Ada County, ID",16,1,01001,8.7,Intentional self-harm by handgun discharge,X72,45,Suicide,
2021,Idaho,"Bannock County, ID",16,5,01005,12.9,Intentional self-harm by handgun discharge,X72,15,Suicide,
2021,Idaho,"Bonneville County, ID",16,19,01019,9.8,Intentional self-harm by handgun discharge,X72,12,Suicide,
2021,Idaho,"Canyon County, ID",16,27,01027,11,Intentional self-harm by handgun discharge,X72,24,Suicide,
2021,Idaho,"Kootenai County, ID",16,55,01055,9.5,Intentional self-harm by handgun discharge,X72,12,Suicide,
2018,Illinois,"Cook County, IL",17,31,01031,13.8,Intentional self-harm by handgun discharge,X72,16,Suicide,
2018,Illinois,"Madison County, IL",17,119,01119,13.8,Intentional self-harm by handgun discharge,X72,12,Suicide,
2018,Illinois,"Cook County, IL",17,31,01031,13.8,Intentional self-harm by other and unspecified firearm discharge,X74,144,Suicide,
2018,Illinois,"DuPage County, IL",17,43,01043,6.6,Intentional self-harm by other and unspecified firearm discharge,X74,26,Suicide,
2018,Illinois,"Kane County, IL",17,89,01089,8.6,Intentional self-harm by other and unspecified firearm discharge,X74,18,Suicide,
2018,Illinois,"Lake County, IL",17,97,01097,8,Intentional self-harm by other and unspecified firearm discharge,X74,15,Suicide,
2018,Illinois,"St. Clair County, IL",17,163,13163,14.8,Intentional self-harm by other and unspecified firearm discharge,X74,21,Suicide,
2018,Illinois,"Will County, IL",17,197,13197,6.4,Intentional self-harm by other and unspecified firearm discharge,X74,22,Suicide,
2018,Illinois,"Williamson County, IL",17,199,13199,14.4,Intentional self-harm by other and unspecified firearm discharge,X74,12,Suicide,
2018,Illinois,"Winnebago County, IL",17,201,02201,16.1,Intentional self-harm by other and unspecified firearm discharge,X74,22,Suicide,
2018,Illinois,"Cook County, IL",17,31,01031,13.8,Assault by other and unspecified firearm discharge,X95,560,Assault,
2018,Illinois,"DuPage County, IL",17,43,01043,6.6,Assault by other and unspecified firearm discharge,X95,12,Assault,
2018,Illinois,"Lake County, IL",17,97,01097,8,Assault by other and unspecified firearm discharge,X95,14,Assault,
2018,Illinois,"Madison County, IL",17,119,01119,13.8,Assault by other and unspecified firearm discharge,X95,10,Assault,
2018,Illinois,"Peoria County, IL",17,143,05143,16.6,Assault by other and unspecified firearm discharge,X95,17,Assault,
2018,Illinois,"St. Clair County, IL",17,163,13163,14.8,Assault by other and unspecified firearm discharge,X95,32,Assault,
2018,Illinois,"Vermilion County, IL",17,183,13183,19.3,Assault by other and unspecified firearm discharge,X95,14,Assault,
2018,Illinois,"Will County, IL",17,197,13197,6.4,Assault by other and unspecified firearm discharge,X95,16,Assault,
2018,Illinois,"Winnebago County, IL",17,201,02201,16.1,Assault by other and unspecified firearm discharge,X95,24,Assault,
2019,Illinois,"Cook County, IL",17,31,01031,13,Intentional self-harm by handgun discharge,X72,10,Suicide,
2019,Illinois,"Cook County, IL",17,31,01031,13,Intentional self-harm by other and unspecified firearm discharge,X74,121,Suicide,
2019,Illinois,"DuPage County, IL",17,43,01043,6,Intentional self-harm by other and unspecified firearm discharge,X74,23,Suicide,
2019,Illinois,"Kane County, IL",17,89,01089,8.2,Intentional self-harm by other and unspecified firearm discharge,X74,19,Suicide,
2019,Illinois,"Lake County, IL",17,97,01097,7.2,Intentional self-harm by other and unspecified firearm discharge,X74,18,Suicide,
2019,Illinois,"McHenry County, IL",17,111,01111,5.4,Intentional self-harm by other and unspecified firearm discharge,X74,12,Suicide,
2019,Illinois,"Macon County, IL",17,115,01115,16.7,Intentional self-harm by other and unspecified firearm discharge,X74,10,Suicide,
2019,Illinois,"St. Clair County, IL",17,163,13163,13.3,Intentional self-harm by other and unspecified firearm discharge,X74,13,Suicide,
2019,Illinois,"Will County, IL",17,197,13197,6.5,Intentional self-harm by other and unspecified firearm discharge,X74,30,Suicide,
2019,Illinois,"Winnebago County, IL",17,201,02201,16.1,Intentional self-harm by other and unspecified firearm discharge,X74,14,Suicide,
2019,Illinois,"Cook County, IL",17,31,01031,13,Assault by other and unspecified firearm discharge,X95,562,Assault,
2019,Illinois,"Kane County, IL",17,89,01089,8.2,Assault by other and unspecified firearm discharge,X95,14,Assault,
2019,Illinois,"Madison County, IL",17,119,01119,10.9,Assault by other and unspecified firearm discharge,X95,11,Assault,
2019,Illinois,"Peoria County, IL",17,143,05143,14.8,Assault by other and unspecified firearm discharge,X95,18,Assault,
2019,Illinois,"St. Clair County, IL",17,163,13163,13.3,Assault by other and unspecified firearm discharge,X95,39,Assault,
2019,Illinois,"Will County, IL",17,197,13197,6.5,Assault by other and unspecified firearm discharge,X95,28,Assault,
2019,Illinois,"Winnebago County, IL",17,201,02201,16.1,Assault by other and unspecified firearm discharge,X95,16,Assault,
2020,Illinois,"Cook County, IL",17,31,01031,12.9,Intentional self-harm by handgun discharge,X72,11,Suicide,
2020,Illinois,"Madison County, IL",17,119,01119,11,Intentional self-harm by handgun discharge,X72,11,Suicide,
2020,Illinois,"Cook County, IL",17,31,01031,12.9,Intentional self-harm by other and unspecified firearm discharge,X74,147,Suicide,
2020,Illinois,"DuPage County, IL",17,43,01043,5.9,Intentional self-harm by other and unspecified firearm discharge,X74,36,Suicide,
2020,Illinois,"Kane County, IL",17,89,01089,7.3,Intentional self-harm by other and unspecified firearm discharge,X74,15,Suicide,
2020,Illinois,"Lake County, IL",17,97,01097,7,Intentional self-harm by other and unspecified firearm discharge,X74,20,Suicide,
2020,Illinois,"McHenry County, IL",17,111,01111,6.3,Intentional self-harm by other and unspecified firearm discharge,X74,13,Suicide,
2020,Illinois,"McLean County, IL",17,113,01113,10.7,Intentional self-harm by other and unspecified firearm discharge,X74,13,Suicide,
2020,Illinois,"St. Clair County, IL",17,163,13163,13.8,Intentional self-harm by other and unspecified firearm discharge,X74,10,Suicide,
2020,Illinois,"Will County, IL",17,197,13197,7.2,Intentional self-harm by other and unspecified firearm discharge,X74,21,Suicide,
2020,Illinois,"Winnebago County, IL",17,201,02201,14.6,Intentional self-harm by other and unspecified firearm discharge,X74,12,Suicide,
2020,Illinois,"Champaign County, IL",17,19,01019,15.1,Assault by other and unspecified firearm discharge,X95,14,Assault,
2020,Illinois,"Cook County, IL",17,31,01031,12.9,Assault by other and unspecified firearm discharge,X95,858,Assault,
2020,Illinois,"DuPage County, IL",17,43,01043,5.9,Assault by other and unspecified firearm discharge,X95,17,Assault,
2020,Illinois,"Kane County, IL",17,89,01089,7.3,Assault by other and unspecified firearm discharge,X95,18,Assault,
2020,Illinois,"Lake County, IL",17,97,01097,7,Assault by other and unspecified firearm discharge,X95,20,Assault,
2020,Illinois,"Macon County, IL",17,115,01115,12.8,Assault by other and unspecified firearm discharge,X95,11,Assault,
